MarketName,street,city,County,State,zip
82nd Street Greenmarket,E 82nd St. - 1st & York Ave,New York,New York,New York,10028
Harvest Home Hunts Point Market,E. 163rd btwn Southern & Bruckner Boulevards,New York,Bronx,New York,
Tucker Square Greenmarket,W 66 St. & Columbus,New York,New York,New York,10023
Harvest Home West Harlem Market,Broadway btwn W. 138th & W. 139th St,New York,New York,New York,
Stuyvesant Town Greenmarket,14th St loop & Ave A (in the Oval),New York,New York,New York,10009
Fort Green Park Greenmarket,Washington Pk & Dekalb,New York,Kings,New York,11205
Harvest Home St. Mary's Park Market,E. 149th Street & Eagle Avenue,New York,Bronx,New York,
Coop City Market,140 Bellamy Loop- The Circle,New York,New York,New York,10475
79th Street Greenmarket,Columbus - W 78 & 81 Sts.,New York,New York,New York,10024
Bay Ridge Greenmarket,3rd Ave & 95 St.,New York,Kings,New York,11209
112st Madison Avenue,112th Madison Avenue,New York,New York,New York,10029
City Hall Park Greenmarket,Broadway & Chambers,New York,New York,New York,10007
Bayville Farmers Market,corner of Bayville and Ludlum Avenues,New York,Nassau,New York,11530
Mt. Morris Park HERBan Farmers' Market,Marcus Garvey Park 124th Street and 5th Avenue,New York,New York,New York,10027
New Amsterdam Market,South Street Between Beekman Street and Peck Slip,New York,New York,New York,10038
Staten Island Ferry/Whitehall Greenmarket,4 South Street (inside terminal),New York,New York,New York,10004
Sunday Market- Bronx Museum,165th Grand Concourse,New York,Bronx,New York,10456
Williamsbridge Square HERBan Farmers' Market,White Plains Road and E. Gun Hill Road,New York,Bronx,New York,10467
Mt. Morris Park Historic District Market,124th Street & 5th Avenue,New York,New York,New York,10035
Jerome Avenue Market,Plaza Drive between 170th & Elliot Place,New York,Bronx,New York,10452
Echo Park Market,Ryer Avenue & Burnside Avenue,New York,Bronx,New York,10457
Ft. Washington Greenmarket,168th St. & Ft. Washington,New York,New York,New York,10032
97th Street Greenmarket,W 97 St. & Columbus,New York,New York,New York,10025
Inwood Greenmarket,Isham St - Seaman & Cooper,New York,New York,New York,10034
Mount Sinai Hospital Greenmarket,E99 St. - Madison & Park Aves,New York,New York,New York,10029
Chelsea's Down to Earth Farmers Market ,383 W 23rd st,New York,New York,New York,10011
Harvest Home East Harlem Market,E. 104th Street & 3rd Avenue,New York,New York,New York,
St. Mark's Church Greenmarket,E 10 St. & 2 Av,New York,New York,New York,10003
Harvest Home Jacobi Hospital Market,1400 Pelham Parkway,New York,Bronx,New York,
Harvest Home Coney Island Hospital Market,Ocean Pkwy btwn Shore Pkwy & Avenue Z,New York,Kings,New York,
Harvest Home Kings County Hospital Market,Clarkson Avenue btwn E. 37th & E. 39th Street,New York,Kings,New York,
Dag Hammarskjold Plaza Greenmarket,E 47 St & 2 Ave,New York,New York,New York,10017
Harvest Home Brower Park Market,Brooklyn Avenue & Prospect Place,New York,Kings,New York,
Harvest Home 125th Street Market,W. 125th Street & Adam Clayton Powell Blvd,New York,New York,New York,
92nd Street Greenmarket,1st Ave - E 92nd & 93 Sts.,New York,New York,New York,10128
PS 11 Farm Market,320 West 21st Street,New York,New York,New York,10011
Tribeca Greenmarket,Greenwich & Chambers,New York,New York,New York,10007
Abingdon Square Greenmarket,W12 St. & 8th Ave,New York,New York,New York,10014
Harvest Home Presbyterian Church Market,Merrick Blvd. & Baisley Blvd.,New York,Queens,New York,10035
Bowling Green Greenmarket,Broadway & Battery Place,New York,New York,New York,10004
Harvest Home Lenox Avenue Market,Lenox Avenue btwn W. 117th & W. 118th Street,New York,New York,New York,
125th Street Fresh Connect Farmers' Market,"163 West 125th Street and Adam Clayton Powell, Jr. Blvd.",New York,New York,New York,10027
57th Street Greenmarket,W 57 St. & 9 Ave,New York,New York,New York,10019
Lower East Side Youthmarket,Grand St. and Abraham Pl.,New York,New York,New York,10007
Harvest Home Harlem Hospital Market,Lenox Avenue btwn W. 136th & W. 138th Street,New York,New York,New York,
Grass Roots Farmers Market,,New York,New York,New York,10031
Rockefeller Center Greenmarket,Rockefeller Plaza - 50 St.,New York,New York,New York,10185
Downtown PATH Greenmarket,W Broadway - Barclay St & Park Pl,New York,New York,New York,10271
The Northeast Bronx Community  Farmers Market,Haffen Park Hammersley & Wickham Avenues,New York,Bronx,New York,10469
Lower East Side Girls Club FM,"La Plaza Garden, 9th St. & Avenue C",New York,Chenango,New York,
175th Street Greenmarket,175th Street between Wadsworth & Broadway,New York ,New York,New York,10033
Lower East Side YM,Grand Avenue btwn Pitt St and Abraham Pl,New York ,New York,New York,10002
W. 79th St. Greenmarket,W. 79th St at Columbus Ave,New York City,New York,New York,
St. John's Church Farmers Market,1 Hudson Street,New York City,Westchester,New York,10701
La Marqueta Farmers Market,"La Marqueta, E. 115th St & Park Ave, E. Harlem",New York City,New York,New York,
Flatbush-Canton Farmers Market,"794 - 814 Flatbush Ave at Canton Ave, in courtyard",New York City,Kings,New York,
The New York Botanical Garden Farmers Market,Mosholu Pkwy. Gate at Kazimiroff Blvd.(in garden),New York City,Bronx,New York,
Hattie Carthan Community Market,Clifton & Marcy Avenues,New York City,Kings,New York,
Forrest Market,156th & Westchester,New York City,Bronx,New York,10455
MBD Community Park Farmers Market,1710 Southern Blvd,New York City,Bronx,New York,
Brownsville Community Farmers Market,"BMS Family Health Center lot, 592 Rockaway Ave.",New York City,Kings,New York,
Cedar St. Greenmarket,Cedar Street between Church & Broadway,New York City,New York,New York,
Long Island City Green Market,48th Ave between Vernon Blvd & 5th St,New York City,Queens,New York,
New Paltz Farmers Market,28 Main Street,New paltz,Ulster,New York,12561
NDD Common Greens Farmers Market,Broad Stree & Park Place,Newark,Essex,New Jersey,
Branch Brook Park Farmers Market,Branch Brook Park at Lake Street,Newark,Essex,New Jersey,
Newark Farmers Market,2086 Newpark Mall,Newark,Alameda,California,
Glasgow Park Farmers Market,2275 Pulaski Highway,Newark,New Castle,Delaware,19702
The Commons at Washington Park Farmers Marekt,Washinton & James St.,Newark,Essex,New Jersey,
Newark Farmers' Market,"Central Park, Church Street",Newark,Wayne,New York,14513
Canal Market District,36 East Canal Street,Newark,Licking,Ohio,43055
Co-op Farmers Market,230 E. Main Street,Newark,New Castle,Delaware,19711
The University Hospital Auxiliarys Farmers Market,150 Bergen St.,Newark,Essex,New Jersey,
Newark Valley Farmers Market,Route 38,Newark Valley,Tioga,New York,13811
Newaygo Area Chamber of Commerce Farmers Market,28 State Rd.,Newaygo,Newaygo,Michigan,49337
Newberg Farmers' Market ,"First St and Howard, next to the Post Office and across from City Hall",Newberg ,Yamhill,Oregon,97132
Grow Newberry Main Street Farmers Market,Memorial Square,Newberry,Newberry,South Carolina,29108
Newberry Farmers Market,7964 M-123,Newberry,Luce,Michigan,49868
Newberry Farmers Market,State Road 26 and 253rd Street,Newberry,Alachua,Florida,32669
Historic Newburgh Farmers Market,1 E Water St,Newburgh,Warrick,Indiana,47630
Healthy Orange Farmers Market,132 Broadway,Newburgh,Orange,New York,12550
Historic Newburgh Farmers Market ,Town Hall parking lot,Newburgh,Orange,New York,12550
Newburgh Farmers Market at Downing Park,Corner of Rt. 9W and Rt. 52 (Robinson Ave.and South St.),Newburgh,Orange,New York,12550
The Newburyport Farmers' Market,50 Water st,Newburyport,Essex,Massachusetts,1950
Weston County Farmers Market,First State Bank Parking Lot on Main Street,Newcastle,Weston,Wyoming,82701
Gold Country Farmer's Market ,3185 Auburn-Folsom Rd.,Newcastle,Placer,California,95658
Newcastle Downtown Farmers Market,NW 10th and Main Street,Newcastle,McClain,Oklahoma,73065
Newfane Methodist Church Farmer's Market,2699 Main Street,Newfane,Niagara,New York,14108
Newfield Farmer and Artisan Market,637 Water St.,Newfield,York,Maine,4056
Old Town Newhall Farmers Market,24500 Main Street,Newhall,Los Angeles,California,91321
Avery County Farmers Market,Newland Elementary School Parking Lot Highway 18,Newland,Avery County,North Carolina,
Newmarket Winter Farmers' Market,137 Main Street,Newmarket,Rockingham,New Hampshire,3857
Newmarket Farmers Market ,5 Granite St ,Newmarket ,Rockingham,New Hampshire,3875
Main Street Newnan's Market Day,1 LaGrange Street,Newnan,Coweta ,Georgia,30263
Pend Oreille Valley Farmers Market,Corner of Kalspelle & Highway 2,Newport,Pend Oreille,Washington,99156
Downtown Newport Farmers Market,Corner of Hwy 101 & Angle St,Newport,Jackson,Arkansas,72112
Lincoln County Fairgrounds Farmers Market,633 NE 3rd Street,Newport,Lincoln,Oregon,7365
Newport Farmer's Market,Hwy 101 and Angle St.,Newport,Lincoln,Oregon,97365
Campbell County Farmers Market Association,709 Monmouth St.,Newport,Campbell,Kentucky,41071
"Appalachian (Newport) Farmers Market, Cocke County TN",115 Mulberry Street,Newport,Cocke,Tennessee,37821
Newport Farmers' Market,Main Street on Town Common,Newport,Sullivan,New Hampshire,3773
"Newport, VT Farmers Market",The Causeway,Newport,Orleans,Vermont,5855
Aquidneck Growers Market - Wednesday,Memorial Blvd,Newport,Newport,Rhode Island,2840
Aquidneck Growers Market - Monday,120 Hillside Ave,Newport ,Newport,Rhode Island,2840
Newport Beach Certified Farmers' Market by Farmer Mark ,1 McFadden Place,Newport Beach ,Orange,California,92663
Farmers Market at Christopher Newport University,1 Avenue of the Arts,Newport News,Newport News,Virginia,23606
Centura College,616 Denbeigh Blvd.,Newport News,Newport News,Virginia,23608
Newport News Farmers Market,2801 Jefferson Ave.,Newport News,Newport News,Virginia,23607
Port Warwick Mid Week Farmers Market,3100 William Styron Square,Newport News,Newport News,Virginia,23606
Leighty's Farm Market ,16187 Dunnings Highway,Newry,Blair,Pennsylvania,16665
Jasper County Farmers Market,501 W. 3rd St. N.,Newton,Jasper,Iowa,50208
Catawba Farms Farmers' Market,1670 Southwest Blvd,Newton,Catawba,North Carolina,28658
Newton Farmers' Markets,1200 Beacon St.,Newton,Middlesex,Massachusetts,2461
Newton Farmers' Market Depot,250 Albemarle Road,Newtonville,Middlesex,Massachusetts,2460
Sandy Hook Organic Farmers Market,Wasserman Way,Newtown,Fairfield,Connecticut,6470
The Farmers Market at Fairfield Hills,Fairfield Hills Campus @ Wasserman way,Newtown,Fairfield,Connecticut,
PRC Newtown Square Farmers' Market,4033 West Chester Pike,Newtown Square,Delaware,Pennsylvania,19073
Park Place Market,630 Main Street,Niagara Falls,Niagara,New York,14301
Niagara Falls City Market,Pine Avenue at 18th Street,"Niagara Falls, USA",Niagara,New York,
Petersen's Farmers Market,2759 S. Hwy 89/91,Nibley,Sevier,Utah,
Jessamine County Farmers Market III,Nicholasville United Methodist Church,Nicholasville,Jessamine,Kentucky,
Nicholasville Farmers Market,717 N. Main Street,Nicholasville ,Jessamine,Kentucky,40356
Nickelsville Farmers Market,11826 Nickelsville Hwy,Nickelsville,Scott,Virginia,24271
Niles French Market,corner of Front & Main Street,Niles,Berrien,Michigan,49120
Shelton's Farm Market & Garden Center,1832 S. 11th St,Niles,Berrien,Michigan,49120
Ninety Six Farmers Market,SC Hwy 34 & Cane Bridge St,Ninety Six,Greenwood,South Carolina,29666
Santee Community Farmers Market,53142 Highway 12,Niobrara,Knox,Nebraska,68760
Nipomo Certified Farmers' Market,1645 Trilogy Parkway,Nipomo,San Luis Obispo,California,93444
Orcutt Farmers Market,Bradley St. & Clark St.,Nipomo,San Luis Obispo,California,93444
Lompoc Farmers Market,Ocean St. & I St.,Nipomo,Santa Barbara,California,93444
Niwot Farmers Market,7980 Niwot Rd,Niwot,Boulder,Colorado,80503
Nixa Farmers Market Inc,113 W Mount Vernon St,Nixa,Christian,Missouri,65714
Noblesville Farmers Market,St Rd 32,Noblesville,Hamilton,Indiana,46060
Nogales Mercado,163 N. Morley Avenue,Nogales,Santa Cruz,Arizona,85621
Nokomis Farmers Market,301 E State St.,Nokomis,Montgomery,Illinois,62075
Nolensville Farmer's Market,7248 Nolensville Rd.,Nolensville,Williamson,Tennessee,37135
Norcross Whistle Stop Farmer's Market,"74 Park Drive, Thrasher Park, on Buchanan Street next to the railroad tracks",Norcross,Gwinnett,Georgia,30071
Norcross Community Market,5 College St.,Norcross ,Gwinnett,Georgia,30071
FRHS Farmers Market,2700 W Norfolk Ave,Norfolk,Madison,Nebraska,68701
Hampton Blvd Farmers Market,7400 Hampton Blvd.,Norfolk,Norfolk,Virginia,23505
Five Points Community Farm Market,2500 Church St.,Norfolk,Norfolk,Virginia,23504
Norfolk Farmers Market - Saturday,,Norfolk,Madison,Nebraska,68701
NORFOLK FARMERS MARKET,19 Maple Avenue,Norfolk,Litchfield,Connecticut,6058
Uptown Normal Trailside Farmers Market,100 W North St,Normal,McLean,Illinois,61761
Norman Farmers Market,615 East Robinson St.,Norman,Cleveland,Oklahoma,73071
Norristown,Swede & Main Sts.,Norristown,Montgomery,Pennsylvania,
City of North Adams Farmers' Market,"St. Anthony Municipal Parking Lot, at the intersection of Rte. 8 (Marshall St.) and St. Anthony Drive",North Adams ,Berkshire,Massachusetts,1247
The Farmers Market at Attleboro Farms,"491 Hickory Rd., Rt. 120",North Attleboro,Bristol,Massachusetts,2760
North Beach Friday Night Farmers's Market,5th Street,North Beach,Calvert,Maryland,20714
North Bend Farmers Market,Highways 79 & 30,North Bend,Dodge,Nebraska,68649
North Bend Farmers Market,400 SE Orchard Drive,North Bend,King,Washington,98045
CSA Farmers Market,2933 Burnside Rd.,North Branch,Lapeer,Michigan,48461
North Branch Farmers' Market ,8th Ave & Main ,North Branch ,Chisago,Minnesota,55056
North Canton Farmers' Market,1447 North Main Street,North Canton,Stark,Ohio,44720
North Charleston Farmers Market,4800 Park Pl East,North Charleston,Charleston,South Carolina,29405
Metanoia/Chicora Farmers Market,2005 Reynolds Avenue,North Charlston,Charleston,South Carolina,29405
North Chili Farmers Market,"Methodist Church Parking Lot, 2200 Westside Dr.",North Chili,Monroe,New York,14514
The North East Farmers Market,Gibson Park,North East,Erie,Pennsylvania,16128
North East Farmers Market ,rtes 89 and 20 corner,North East,Erie,Pennsylvania,16428
Cecil County Farmers' Market - North East,308 South Main Street,North East ,Cecil,Maryland,21901
Good Stuff Farmer's Market,33103 Road 228,North Fork,Madera,California,
North Greenbush Farmers Market,95 Williams Rd.,North Greenbush,Rensselaer,New York,12198
Rensselaer County Farmers Market,"Twin Town Little League Field, Williams Rd",North Greenbush,Rensselaer,New York,
North Haven Farmers' Market,,North Haven,Knox,Maine,4853
North Kansas City Farmers Market,Armour Rd and Howell St in North Kansas City MO,North Kansas City,Clay,Missouri,64116
Coastal Growers Farmers Market,650 Ten Rod Rd.,North Kingstown,Washington,Rhode Island,2852
On the Ranch Farmers & Artisan Market,628 W. Craig Rd,North Las Vegas,Clark,Nevada,89032
Dogtown Farmers Market,410 Main Street,North Little Rock ,Pulaski,Arkansas,72114
Certified Arkansas Farmers Market Argenta,6th and Main ,North Little Rock ,Pulaski,Arkansas,71114
25th Street Market - North Logan at the Library Summer 2016,475 East 2500 North,North Logan,Cache,Utah,84341
North Manchester Farmers' Market,502 E Main St,North Manchester,Wabash,Indiana,46962
North Miami Farmers Market ,770 NE 125 Street,North Miami,Dade,Florida,33161
Westward Market,18138 Lane ave.,North Muskegon,Muskegon,Michigan,49445
North Myrtle Beach Farmers Market,925 First Avenue South,North Myrtle Beach,Horry,South Carolina,29582
Frostville Museum Farmers Market ,24101 Cedar Point Road,North Olmsted ,Cuyahoga,Ohio,44070
North Plains Farmers' Market,NW Commercial Street,North Plains,Washington,Oregon,97133
North Plainsfield Farmers Market,Somerset & Race St.,North Plainsfield,Somerset,New Jersey,7060
North Platte Farmers Market,,North Platte ,Lincoln,Nebraska,69101
North Port Farmers Market,4970 city hall blvd.,North Port ,Sarasota,Florida,34286
North Royalton Farmers Market,Memorial Park State Rd,North Royalton,Cuyahoga,Ohio,44133
Mettowee Valley Farmers' Market,Vt Rte 30,North Rupert,Rutland,Vermont,5761
Scituate Farmers Market,Rt 116 at Institute Lane,North Scituate,Providence,Rhode Island,2857
North Tonawanda City Market,Robinson St. and Payne Ave.,North Tonawanda,Niagara,New York,14120
North Troy Farmers Market,Tranquil Gardens Center,North Troy,Orleans,Vermont,5855
Jennings County Farmers Market,North Vernon City Park,North Vernon,Jennings,Indiana,47265
Scarsdale Farmers Market,1001 Post Rd.,North White Plains,Westchester,New York,10603
Wilkes County Farmers' Market,842 CBD Loop,North Wilkesboro,Wilkes,North Carolina,28659
Northampton Winter Farmers' Market,80 Locust Street,Northampton,Hampshire,Massachusetts,1060
Northampton Gothic Street Farmers Market,"Gothic Street, downtown",Northampton,Hampshire,Massachusetts,1060
Northampton Thornes Marketplace Farmers Market,150 Main Street,Northampton,Hampshire,Massachusetts,1060
Northampton Tuesday Farmers' Market,"99 Armory St., Northampton, MA 01060",Northampton,Hampshire,Massachusetts,1060
Northampton Pa Farmers Market,1401 Laubach Avenue Municipal Park,Northampton ,Northampton,Pennsylvania,18067
Northbrook Farmers Market,Cherry Lane and Meadow Road,Northbrook,Cook,Illinois,60062
Northeast Harbor Farmers' Market,Harbor Drive,Northeast Harbor,Hancock,Maine,4662
Riverwalk Market Fair,1 Bridge Square,Northfield,Rice,Minnesota,55057
Northfield Farmer's Market,7th ST,Northfield,Rice,Minnesota,55057
Northfield Farmers Market,Depot Sq,Northfield,Washington,Vermont,5663
Northfield Farmers' Market,Main Street,Northfield,Franklin,Massachusetts,1360
Northglenn Mall Farmers market,104th & I-25 Northglenn Mall,Northglenn,Adams,Colorado,80035
