MarketName,city,County,State,zip
Middlesex County Farmers Market,Middlesex,Middlesex,Virginia,
Middlesex Farmers Market,Middlesex borough,Middlesex,New Jersey,8846
Downtown Middleton Farmers' Market,Middleton,Dane,Wisconsin,53562
MIDDLETON FARMERS MARKET,Middleton,Dane,Wisconsin,
Greenway Station Farmers' Market ,Middleton,Dane,Wisconsin,53562
Middleton,Middleton,Essex,Massachusetts,1949
Middleton Farmers Market,Middleton idaho,Canyon,Idaho,83644
North End Farmers Market,Middletown,Middlesex,Connecticut,6457
Saturday's Market,Middletown,Dauphin,Pennsylvania,17057
Middletown Farmers' Market,Middletown,Frederick,Maryland,21769
Middletown Farmers Market,Middletown,Middlesex,Connecticut,6457
Aquidneck Growers' Markets,Middletown,Newport,Rhode Island,2840
Prairie Township Natural Products,Middletown,Montgomery,Missouri,63359
Dutch Country Farmer's Market,Middletown,New Castle,Delaware,19709
Downtown Middletown Farmers' Market,Middletown,Orange,New York,10940
Middletown Farmer's Market,Middletown,Jefferson,Kentucky,40243
Middleville Farmers Market,Middleville,Barry,Michigan,49333
Midland Area Farmers Market,Midland,Midland,Michigan,48640
Permian Basin Farmers Market,Midland,Midland,Texas,79703
Midland Downtown Farmers' Market ,Midland ,Midland,Texas,79701
The Brandermill Green Market,Midlothian,Chesterfied,Virginia,23112
Southside Vendors Market,Midlothian,Chesterfield,Virginia,23113
Brandermill Green Market,Midlothian,Chesterfield,Virginia,23112
Woodford County Farmers Market,Midway,Woodford,Kentucky,40347
Milan Farmers & Crafters Market - Wilson Park,Milan,Monroe,Michigan,48160
Milan Farmers' Market,Milan,Gibson,Tennessee,38358
Home Grown Market on the Square,Milan,Rock Island,Illinois,61264
Milbridge Farmer's Market,Milbridge,Washington,Maine,
Miles City Farmers Market,Miles city,Custer,Montana,
Millesburg FM,Milesburg,Centre County,Pennsylvania,
Kensington Metropark Farmers Market,Milford,Oakland,Michigan,48380
Milford Farmers Market,Milford,Oakland,Michigan,48381
Riverwalk Farmers Market,Milford,Sussex,Delaware,19963
Village of Devon Farmer's Market ,Milford,New Haven,Connecticut,6460
Ohio Valley Fruit & Vegetable Growers Asociation,Milford,Clermont,Ohio,45150
Milford Hospital Farmers Market,Milford,Worcester,Massachusetts,1757
Harvest with a Heart,Milford,Kosciusko,Indiana,46542
Milford MA Farmers Market ,Milford,Worcester,Massachusetts,1757
MILFORD -  WOODMONT FARMERS MARKET,Milford,New Haven,Connecticut,
MILFORD - DOWNTOWN FARMERS MARKET,Milford,New Haven,Connecticut,6460
Milford Farmers Market,Milford ,Pike,Pennsylvania,18337
Milford Summer Farmers' Market,Milford ,Hillsborough,New Hampshire,3055
Milford Winter Market,Milford ,Hillsborough,New Hampshire,3055
Mililani Farmers' Market,Mililani,Honolulu,Hawaii,
Mililani District Park (People's Open Market),Mililani  ,Honolulu,Hawaii,96789
Great Mall CFM,Milipitas,Santa Clara,California,95035
Tam Valley Farmers Market,Mill valley,Marin,California,94941
Millbrae Farmers Market,Millbrae,San Mateo,California,94030
Millbrook Farmers Market,Millbrook,Dutchess,New York,
Millburn Jersey Fresh Farmers Market,Millburn,Essex,New Jersey,7041
Greenway Farmers Market ,Milledgeville,Baldwin,Georgia,31061
Fall Line Farmers Market on First Fridays ,Milledgeville,Baldwin,Georgia,31061
Milledgeville Marketplace Farmers' Market,Milledgeville,Baldwin,Georgia,31061
The Green Market,Milledgeville,Wilkinson,Georgia,31061
Millen Produce Market,Millen ,Jenkins,Georgia,30442
East Holmes Market,Millersburg,Holmes,Ohio,44654
Farms Produce Auction,Millersburg,Holmes,Ohio,44654
CLARK VALLEY FARMERS' MARKET,Millersburg,Holmes County,Ohio,
MILLERSBURG FARMERS' MARKET,Millersburg,Holmes County,Ohio,
Millersville Farmers Market,Millersville,Lancaster,Pennsylvania,17551
Millerton Farmers Market,Millerton,Dutchess,New York,12546
Millheim Farmers Market,Millheim,Centre County,Pennsylvania,
Johnstown Milliken Farmer's Market,Milliken,Weld,Colorado,80543
Millington Farmers' Market,Millington,Shelby,Tennessee,38053
Mills River Farmers' Market,Mills river,Henderson,North Carolina,28759
Long Neck Farmers Market,Millsboro,Sussex,Delaware,19966
Millville Farmers Market,Millville 19967,Sussex,Delaware,
Milpitas Farmers' Market,Milpitas,Santa Clara,California,
Golden Mile Farmers Market,Milroy,Mifflin,Pennsylvania,17063
TS Smith & Sons,Milton,Sussex,Delaware,
Heart of the Hudson Valley Farmers Market,Milton,Ulster,New York,12547
Riverwalk Market,Milton,Santa Rosa,Florida,32570
Milton Farmers' Market,Milton,Sussex,Delaware,19968
Milton Farmers Market,Milton ,Chittenden,Vermont,5468
Milton Farmers Market,Milton ma,Norfolk,Massachusetts,2186
Milton-Freewater Farmers Market,Milton-freewater,Umatilla,Oregon,97862
Old South Side Farmers Market,Milwaukee,Milwaukee,Wisconsin,53215
St. Ann Center Indoor Market ,Milwaukee,Milwaukee,Wisconsin,53207
Winter Farmers Market and Meal for Hope,Milwaukee,Milwaukee,Wisconsin,
Mitchell Street Farmers' Market,Milwaukee,Milwaukee,Wisconsin,53215
Milwaukee Asian Farmers Market,Milwaukee,Milwaukee,Wisconsin,53218
Winter Farmers Market and Meal for Hope,Milwaukee,Milwaukee,Wisconsin,53211
Walker Square Farmers' Market,Milwaukee,Milwaukee,Wisconsin,53204
Riverwest Gardeners Market,Milwaukee,Milwaukee,Wisconsin,53212
Milwaukee County Winter Farmers' Market,Milwaukee,Milwaukee,Wisconsin,53215
Fondy Farmers Market,Milwaukee,Milwaukee,Wisconsin,53206
East Town Market,Milwaukee,Milwaukee,Wisconsin,53202
Westown Farmers Market,Milwaukee ,Milwaukee,Wisconsin,53203
Jackson Park Farmers Market,Milwaukee ,Milwaukee,Wisconsin,53215
Milwaukie Sunday Farmers Market,Milwaukie,Clackamas,Oregon,97222
Minden Farmers Market,Minden,Douglas,Nevada,89423
Community Garden,Minden,Kearney,Nebraska,68959
Minden Farmers Market,Minden,Kearney,Nebraska,68959
Mineola Main Street Farmers Market,Mineola,Wood,Texas,75773
Mineral Farmer's Market,Mineral,Louisa,Virginia,23117
Mineral Point Market,Mineral point,Iowa,Wisconsin,53565
Minerva Farmers' Market,Minerva,Stark,Ohio,44657
South of Lake Farmers Market,Minneapolis,Hennepin,Minnesota,
Walker Place Farmers Market,Minneapolis,Hennepin,Minnesota,
Farmers Market Annex,Minneapolis,Hennepin County,Minnesota,
Abbott Northwestern Farmers Market,Minneapolis,Hennepin,Minnesota,
Children's Hospital Farmers Market,Minneapolis,Hennepin,Minnesota,55404
Brian Coyle Farmers Market,Minneapolis,Hennepin,Minnesota,
17th Ave Market,Minneapolis,Hennepin,Minnesota,55413
Fulton Farmers Market,Minneapolis,Hennepin,Minnesota,55410
Stevens Square Farmers Market,Minneapolis,Hennepin,Minnesota,
Ebenezer Tower Farmers Market,Minneapolis,Hennepin,Minnesota,
Audubon Farmers Market,Minneapolis,Hennepin,Minnesota,55418
Camden Farmers Market,Minneapolis,Hennepin,Minnesota,55412
Kingfield Farmers Market,Minneapolis,Hennepin,Minnesota,55409
Ebenezer Park Farmers Market,Minneapolis,Hennepin,Minnesota,
St. Olaf Community Campus Farmers Market,Minneapolis,Hennepin,Minnesota,55411
Minneapolis Farmers Market - East Lyndale Avenue,Minneapolis,Hennepin,Minnesota,55405
Whittier Farmers Market,Minneapolis,Hennepin,Minnesota,55408
Northeast Minneapolis Farmers Market,Minneapolis,Hennepin,Minnesota,55413
Farm to Fairview,Minneapolis,Hennepin,Minnesota,
"Mill City Farmers Market, Inc.",Minneapolis,Hennepin,Minnesota,55401
West Broadway Farmers Market,Minneapolis,Hennepin,Minnesota,55411
Augsburg Farmers Market,Minneapolis,Hennepin,Minnesota,
University of Minnesota Farmers Market,Minneapolis,Hennepin,Minnesota,55455
Heritage Commons Farmers Market,Minneapolis,Hennepin,Minnesota,55405
Seward Tower West Farmers Market,Minneapolis,Hennepin,Minnesota,
Seward Tower East Farmers Market,Minneapolis,Hennepin,Minnesota,
Minneapolis Farmers Market - Nicollet Mall,Minneapolis,Hennepin,Minnesota,
Park Avenue Central Neighborhood Fresh Food Market,Minneapolis,Hennepin,Minnesota,
Midtown Farmers Market,Minneapolis,Hennepin,Minnesota,55407
Glendale Farmers Market,Minneapolis,Hennepin,Minnesota,55414
Minnetonka Farmers Market,Minnetonka ,Hennepin,Minnesota,55345
Minocqua Farmers Market,Minocqua,Oneida,Wisconsin,54548
Minot Farmers Market,Minot,Ward,North Dakota,
North Prairie Farmers Market - Minot,Minot,Ward,North Dakota,58701
Mint Hill Farmers Market,Mint hill,Mecklenburg,North Carolina,28227
The Minturn Market,Minturn,Eagle,Colorado,81645
Grand Boulevard Farmers Market,Miramar beach,Walton,Florida,32550
Raw and Juicy Farmers Market,Miramar beach ,Walton,Florida,32550
Miranda Farmers Market,Miranda,Humboldt,California,
Mission Farm and Flower Market,Mission,Johnson,Kansas,66202
Bryan House Farmers Market,Mission ,Hidalgo,Texas,78574
Orchard Homes' Farmers' Market,Missoula,Missoula,Montana,59804
Target Range Farmers Market,Missoula,Missoula,Montana,59804
Grizzly Green Market,Missoula,Missoula,Montana,59812
Clark Fork Market,Missoula,Missoula,Montana,59802
Missoula Farmers' Market,Missoula ,Missoula,Montana,
Welcome Center Farmers Market,Missouri valley,Harrison,Iowa,51555
Moab Farmers' Market,Moab,Grand,Utah,84532
Moberly Farmers' Market,Moberly,Randolph,Missouri,65270
Depot Park Market,Moberly,Randolph,Missouri,65270
Market on the Square,Mobile,Mobile,Alabama,36633
Market on the Hill,Mobile,Mobile,Alabama,36606
Halls Mill Road Farmers Market,Mobile,Mobile,Alabama,36606
El Mercado Familiar,Moca,Moca,Puerto Rico,676
Mocksville Farmers Market,Mocksville,Davie,North Carolina,27028
Farmington Farmers Market,Mocksville,Davie,North Carolina,27028
Plattekill Farmers Market,Modena,Ulster,New York,12548
West Modesto CFM,Modesto,Stanislaus,California,
Vintage Fair Mall,Modesto,Stanislaus,California,
Sunblest,Modesto,Stanislaus,California,
Oakdale Farmers Market,Modesto,Stanislaus,California,95353
Modesto Certified Farmers' Market,Modesto ,Stanislaus,California,95354
NPFM - Mohall,Mohall,Renville,North Dakota,
Mohawk Farmers Market,Mohawk,Herkimer,New York,13407
Trinity 7th St. Moline Farmers Market,Moline,Piatt,Illinois,61265
CIty of Momence ,Momence,Kankakee,Illinois,60954
Momence Farmer's Market,Momence,Kankakee,Illinois,60954
Moncks Corner Farmers Market,Moncks corner,Berkeley,South Carolina,29461
JR'S Farmers Market,Moncks corner,Berkeley,South Carolina,29461
Westlake Farmers' Market,Moneta,Bedford,Virginia,24184
Monett Area Farmer's Market,Monett,Barry,Missouri,65708
Monmouth Farmers Market,Monmouth,Warren,Illinois,61462
Monona Farmers Market,Monona,Clayton,Iowa,52159
Monona Farmers Market,Monona,Dane,Wisconsin,53716
Monongahela Farmers Market,Monongahela,Washington,Pennsylvania,15063
Union County Farmers Market,Monroe,Union,North Carolina,28110
Midland Avenue Produce Jam,Monroe,Walton,Georgia,30655
The Monroe Farmers Market,Monroe,Fairfield,Connecticut,6468
Monroe County Farmer's Market,Monroe,Monroe,Michigan,48162
Monroe Farmers Market,Monroe,Orange,New York,10950
Monroe Farmers Market,Monroe,Walton,Georgia,30655
Monroe Farmers Market ,Monroe,Green,Wisconsin,53566
Monroe County Growers Association ,Monroe ,Monroe,Michigan,48162
Monroe Farmers Market,Monroe ,Ouachita,Louisiana,71201
MOCKINGBIRD FARMERS MARKET,Monroeville,MONROE,Alabama,36461
Monson Farmers' Market,Monson,Hampden,Massachusetts,1057
Montague Farmers Market,Montague,Muskegon,Michigan,49437
Montclair Farmers Market,Montclair,San Bernardino,California,91763
Montclair's Community Certified Farmers Market ,Montclair ,San Bernardino,California,91763
Monte Vista Farmers Market,Monte vista ,Rio Grande,Colorado,81144
Montecito Coast Village Farmers Market,Montecito,San Bernardino,California,93108
Del Monte Farmers Markets at Del Monte Shopping Center,Monterey,Monterey,California,93940
Monterey Farmers Market at Monterey Peninsula College,Monterey,Monterey,California,93940
Highland Farmers' Market,Monterey,Highland,Virginia,24465
Old Monterey Farmers Market,Monterey,Monterey,California,93940
Monterey Farmers Market,Monterey ,Berkshire,Massachusetts,1245
MONTEVALLO FARMERS MARKET,Montevallo,Shelby,Alabama,35115
montevideo farmers' market,Montevideo,Chippewa,Minnesota,56265
Kauffman's Farmers Market,Montezuma,Dooly,Georgia,31063
Montgomery Curb Market,Montgomery,Montgomery,Alabama,36104
MONTGOMERY FARMERS MARKET,Montgomery,Franklin,Vermont,5470
Fairview Farmers Market,Montgomery,Montgomery,Alabama,36108
Montgomery Farmers Market Winter Market,Montgomery,Hamilton,Ohio,45242
Montgomery Farmers Market,Montgomery,Hamilton,Ohio,45242
EASTCHASE FARMERS MARKET,Montgomery,Montgomery,Alabama,36117
Montgomery Village Farmers Market,Montgomery village,Montgomery,Maryland,20886
Monticello Farmers Market,Monticello,Jones,Iowa,52310
Monticello Main Street Farmers Market,Monticello,Piatt,Illinois,61856
Monticello Market on the Square,Monticello,Jasper,Georgia,31064
Wayne County Farmers Market I,Monticello,Wayne,Kentucky,42633
Monticello Farmers' Market,Monticello,Wright,Minnesota,55362
Monticello Artisan and Growers' Market,Monticello,Jefferson,Florida,32344
SUGAR RIVER FARMERS MARKET,Monticello,Green,Wisconsin,
Monticello Farmer's Market,Monticello ,White,Indiana,47960
Montour Falls Farmers Market,Montour falls,Schuyler,New York,14865
Schuyler County Farm & Craft Market,Montour falls,Schuyler,New York,
Montoursville Outdoor Growers Market,Montoursville,Lycoming,Pennsylvania,17554
Capital City Farmers Market - Indoor,Montpelier,Washington,Vermont,5601
Capital City Farmers Market - Outdoor,Montpelier,Washington,Vermont,5601
"Montrose Riverfront, Inc. Farmers Market",Montrose,Lee,Iowa,52639
Montrose Farmers Market - Summer,Montrose ,Montrose,Colorado,81401
Montross Market Days,Montross,Westmoreland,Virginia,22520
Palmer Lake Farmers' Market,Monument,El Paso,Colorado,
The Market at Sundance Mountain Lodge,Monument,El Paso,Colorado,
Monument Hill Farmers' Market,Monument,El Paso,Colorado,80132
Moon Farmers Market,Moon township,Allegheny,Pennsylvania,15108
Burlington County Farmers Market,Moorestown,Burlington,New Jersey,8505
Meeting Street Farmers Market at Morriosn Plantation ,Mooresville,Iredell,North Carolina,28117
Mooresville Rotary Club Farmers Market,Mooresville,Iredell,North Carolina,28115
Josh's Farmers Market,Mooresville,Iredell,North Carolina,28117
Morgan County farmers' Market Association,Mooresville ,Morgan,Indiana,46158
Gardener's Flea Market,Moorhead,Clay County,Minnesota,
Mora Valley Farmers Market,Mora,Mora,New Mexico,87712
Mora Area Farmers' Market,Mora,Kanabec,Minnesota,55051
Moraga Certified Farmers Market,Moraga,Contra Costa,California,94556
Moravia Garden Club Farmers Market,Moravia,Appanoose,Iowa,52571
Moravia Farmers Market,Moravia,Cayuga,New York,13118
WesMar Farms Farm Stand,Moreauville,Avoyelles,Louisiana,71355
Rowan County Farmers Market,Morehead,Rowan,Kentucky,40351
Morehead City Curb Market,Morehead city,Carteret,North Carolina,28557
Morgan Hill Certified Farmers Market,Morgan hill,Santa Clara,California,94518
Morganton Farmer's Market,Morganton,Burke,North Carolina,28680
Morganton Farmer's Market,Morganton,Burke,North Carolina,28655
Bean Blossom Farmers' Market,Morgantown,Brown,Indiana,46160
Morgantown Farmers Market,Morgantown,Monongalia,West Virginia,26505
Morgantown Farmers' Market,Morgantown,Monongalia,West Virginia,26505
Sherman County Farmers Market,Moro,Sherman,Oregon,97039
Sherman County Farmers Market (Indoor),Moro ,Wasco,Oregon,
Morrill Farmers' Market,Morrill,Scotts Bluff,Nebraska,69358
Conway County Farmers Market,Morrilton,Conway,Arkansas,72110
Morris Farmers' Market,Morris,Litchfield,Connecticut,
3 French Hens French Country Market,Morris,Grundy,Illinois,60450
The Morris Marketplace ,Morris,Litchfield,Connecticut,6763
Morris Farmers Market,Morris,Otsego,New York,13808
Morris Area Farmers Market ,Morris ,Stevens,Minnesota,56267
Morris Plains Farmers Market,Morris plains,Morris,New Jersey,7950
Morrison Farmers' Market,Morrison,Whiteside,Illinois,61270
Morris County Winter Farmers' Market,Morristown,Morris,New Jersey,7960
Morristown Farmers Market,Morristown,Morris,New Jersey,7960
Morristown Farmers Market,Morristown,Hamblen,Tennessee,37813
Morrisville Winter Farmers Market,Morrisville,Madison,New York,13408
Lamoille Valley Year Round Farmers Artisan Market,Morrisville,Lamoille,Vermont,5661
Morrisville Farmers Market,"Morrisville, vt",Lamoille,Vermont,5661
Spencer's Market - Morro Bay,Morro bay,San Luis Obispo,California,93442
Morro Bay Thursday CFM,Morro bay,San Luis Obispo,California,93442
Morro Bay Bay Fisherman's Wharf CFM,Morro bay,San Luis Obispo,California,93442
Morton Farmers Market,Morton,Tazewell,Illinois,61550
Morton Grove Farmers' Market,Morton grove,Cook,Illinois,60053
Moscow Farmers Market,Moscow,Latah,Idaho,83843
Moscow Food Co-op Tuesday Growers Market,Moscow,Latah,Idaho,83843
Mosier Farmers Market,Mosier,Wasco,Oregon,97040
Lawrence County Farmers Market,Moulton,Lawrence,Alabama,35650
Moundridge City Farmers Market,Moundridge,McPherson,Kansas,Ks
MarshallCountyFarmers'Market,Moundsville,Marshall,West Virginia,26041
Mount Airy Farmers Market,Mount airy,Carroll,Maryland,21771
ABV Farm Market,Mount bethe,Northhampton,Pennsylvania,18343
Mount Carroll Farmers Market,Mount carroll ,Carroll,Illinois,61053
Mount Clemens Farmers Market,Mount clemens,Macomb,Michigan,48043
Mount Clemens Farmers Market Downtown,Mount clemens ,Macomb,Michigan,48043
Mount Holly Farmers Market,Mount holly,Gaston,North Carolina,28120
Mount Jackson Farmers Market,Mount jackson,Shenandoah,Virginia,22842
Corn Crib Main Street Market,Mount joy,Lancaster,Pennsylvania,17552
Mount Joy Farmers Market,Mount joy,Lancaster,Pennsylvania,17552
Mount Kisco Farmers Market ,Mount kisco,Westchester,New York,10549
Cheyenne's Road Market ,Mount laurel,Burlington,New Jersey,8054
Mount Morris Farmers Market,Mount morris,Livingston,New York,
Bluelicks Farmers Market,Mount olivet ,Robertson,Kentucky,41064
Mount Pleasant Farmers Market,Mount pleasant,Charleston,South Carolina,29464
NTCC Farmer's Market,Mount pleasant ,Titus,Texas,75455
Mt. Prospect Farmers Market,Mount prospect,Cook,Illinois,60056
Mount Rainier Farmers Market,Mount rainier,Prince George's,Maryland,20912
Mount Vernon (Iowa) Farmers' Market,Mount vernon,Linn,Iowa,52314
Mount Vernon Farmers' Market,Mount vernon,Lawrence,Missouri,65712
Mount Vernon Fresh Connect Farmers' Market,Mount vernon,Westchester,New York,10550
Mount Vernon Farmers Market,Mount vernon,Skagit,Washington,98273
Mount Vernon Farmers Market,Mount vernon,Franklin,Texas,75457
